# concept_id	source	quote	added_by	added_at
# source can be DOI/URL/standard-id/internal-doc-path
faceted-geometry	internal:fusion-terms:domain-expansion	Triangulated geometry for DAGMC etc		2026-04-04
cubit	https://cubit.sandia.gov/			2026-04-04
trelis	internal:fusion-terms:domain-expansion	Former commercial version of Cubit		2026-04-04
mcam	internal:fusion-terms:domain-expansion	MC Auto-Modeling system (FDS)		2026-04-04
tetrahedral-mesh	internal:fusion-terms:domain-expansion	Standard FEM mesh type		2026-04-04
hexahedral-mesh	internal:fusion-terms:domain-expansion	Structured FEM mesh type		2026-04-04
voxel-model	internal:fusion-terms:domain-expansion	Voxelized geometry representation		2026-04-04
cad-to-mc-conversion	internal:fusion-terms:domain-expansion	CAD-to-MC workflow step		2026-04-04
step-format	https://en.wikipedia.org/wiki/ISO_10303			2026-04-04
iges-format	https://en.wikipedia.org/wiki/IGES			2026-04-04
stl-format	https://en.wikipedia.org/wiki/STL_(file_format)			2026-04-04
imprinting	internal:fusion-terms:domain-expansion	CAD repair operation in Cubit		2026-04-04
merging	internal:fusion-terms:domain-expansion	CAD repair operation in Cubit		2026-04-04
graveyard	internal:fusion-terms:domain-expansion	MC outer boundary region		2026-04-04
void-region	internal:fusion-terms:domain-expansion	Non-material space in MC geometry		2026-04-04
watertight-geometry	internal:fusion-terms:domain-expansion	Gap-free geometry for DAGMC		2026-04-04
surface-mesh	internal:fusion-terms:domain-expansion	Triangulated surface representation		2026-04-04
opencascade	https://dev.opencascade.org/			2026-04-04
moab	https://sigma.mcs.anl.gov/moab-library/			2026-04-04
dagmc	https://svalinn.github.io/DAGMC/			2026-04-04
paramak	https://github.com/fusion-energy/paramak			2026-04-04
cad-simplification	internal:fusion-terms:domain-expansion	Defeaturing for MC/FEM		2026-04-04
conformal-mesh	internal:fusion-terms:domain-expansion	Body-fitted unstructured mesh		2026-04-04

# ==== Batch 60: Radiation Protection & Dosimetry ====
ambient-dose-equivalent	https://www.icrp.org/publication.asp?id=icrp%20publication%20116			2026-04-04
dose-conversion-coefficient	internal:fusion-terms:domain-expansion	Dose conversion methodology		2026-04-04
icrp	https://www.icrp.org/			2026-04-04
quality-factor	internal:fusion-terms:domain-expansion	Radiation quality factor		2026-04-04
organ-dose	internal:fusion-terms:domain-expansion	Organ-specific dosimetry		2026-04-04
committed-effective-dose	internal:fusion-terms:domain-expansion	Internal exposure dose		2026-04-04
annual-limit-of-intake	internal:fusion-terms:domain-expansion	Radiation protection limit		2026-04-04
absorbed-dose	https://en.wikipedia.org/wiki/Absorbed_dose			2026-04-04
fluence	https://en.wikipedia.org/wiki/Fluence			2026-04-04
linear-energy-transfer	https://en.wikipedia.org/wiki/Linear_energy_transfer			2026-04-04
biological-shielding	internal:fusion-terms:domain-expansion	Personnel shielding concept		2026-04-04
radiation-weighting-factor	internal:fusion-terms:domain-expansion	ICRP weighting factor w_R		2026-04-04
tissue-weighting-factor	internal:fusion-terms:domain-expansion	ICRP weighting factor w_T		2026-04-04
personal-dose-equivalent	internal:fusion-terms:domain-expansion	Operational dose quantity Hp(d)		2026-04-04
collective-dose	internal:fusion-terms:domain-expansion	Population-level dose metric		2026-04-04
specific-activity	https://en.wikipedia.org/wiki/Specific_activity			2026-04-04
half-life	https://en.wikipedia.org/wiki/Half-life			2026-04-04
shielding-analysis	internal:fusion-terms:domain-expansion	Radiation shielding methodology		2026-04-04
streaming	internal:fusion-terms:domain-expansion	Duct/gap radiation streaming		2026-04-04
buildup-factor	internal:fusion-terms:domain-expansion	Shielding buildup factor		2026-04-04

# ==== Batch 61: Materials Science & Mechanics ====
tensile-test	internal:fusion-terms:domain-expansion	Standard mechanical test		2026-04-04
fracture-toughness	https://en.wikipedia.org/wiki/Fracture_toughness			2026-04-04
yield-strength	https://en.wikipedia.org/wiki/Yield_(engineering)			2026-04-04
ultimate-tensile-strength	https://en.wikipedia.org/wiki/Ultimate_tensile_strength			2026-04-04
thermal-conductivity	https://en.wikipedia.org/wiki/Thermal_conductivity			2026-04-04
youngs-modulus	https://en.wikipedia.org/wiki/Young%27s_modulus			2026-04-04
charpy-impact	https://en.wikipedia.org/wiki/Charpy_impact_test			2026-04-04
low-cycle-fatigue	internal:fusion-terms:domain-expansion	High-strain fatigue regime		2026-04-04
high-cycle-fatigue	internal:fusion-terms:domain-expansion	Low-strain fatigue regime		2026-04-04
stress-intensity-factor	https://en.wikipedia.org/wiki/Stress_intensity_factor			2026-04-04
crack-growth-rate	internal:fusion-terms:domain-expansion	Fracture mechanics metric		2026-04-04
stress-corrosion-cracking	https://en.wikipedia.org/wiki/Stress_corrosion_cracking			2026-04-04
small-punch-test	internal:fusion-terms:domain-expansion	Miniaturized specimen technique		2026-04-04
microstructure	internal:fusion-terms:domain-expansion	Material characterization scale		2026-04-04
grain-boundary	https://en.wikipedia.org/wiki/Grain_boundary			2026-04-04
dislocation	https://en.wikipedia.org/wiki/Dislocation			2026-04-04
hardness	internal:fusion-terms:domain-expansion	Mechanical property metric		2026-04-04
elastic-modulus	internal:fusion-terms:domain-expansion	Elastic stiffness property		2026-04-04
poissons-ratio	https://en.wikipedia.org/wiki/Poisson%27s_ratio			2026-04-04
coefficient-of-thermal-expansion	internal:fusion-terms:domain-expansion	Thermomechanical property		2026-04-04
residual-stress	internal:fusion-terms:domain-expansion	Manufacturing/welding concern		2026-04-04
welding	internal:fusion-terms:domain-expansion	Joining process		2026-04-04
heat-affected-zone	https://en.wikipedia.org/wiki/Heat-affected_zone			2026-04-04
non-destructive-testing	https://en.wikipedia.org/wiki/Nondestructive_testing			2026-04-04
scanning-electron-microscopy	https://en.wikipedia.org/wiki/Scanning_electron_microscope			2026-04-04
transmission-electron-microscopy	https://en.wikipedia.org/wiki/Transmission_electron_microscopy			2026-04-04
x-ray-diffraction	https://en.wikipedia.org/wiki/X-ray_crystallography			2026-04-04
energy-dispersive-spectroscopy	https://en.wikipedia.org/wiki/Energy-dispersive_X-ray_spectroscopy			2026-04-04
nanoindentation	https://en.wikipedia.org/wiki/Nanoindentation			2026-04-04
fractography	https://en.wikipedia.org/wiki/Fractography			2026-04-04

# ==== Batch 62: Thermal-Hydraulics ====
heat-transfer-coefficient	internal:fusion-terms:domain-expansion	TH basic parameter		2026-04-04
nusselt-number	https://en.wikipedia.org/wiki/Nusselt_number			2026-04-04
reynolds-number	https://en.wikipedia.org/wiki/Reynolds_number			2026-04-04
prandtl-number	https://en.wikipedia.org/wiki/Prandtl_number			2026-04-04
pressure-drop	internal:fusion-terms:domain-expansion	General pressure loss		2026-04-04
critical-heat-flux	https://en.wikipedia.org/wiki/Critical_heat_flux			2026-04-04
subcooled-boiling	internal:fusion-terms:domain-expansion	TH boiling regime		2026-04-04
natural-convection	https://en.wikipedia.org/wiki/Natural_convection			2026-04-04
forced-convection	https://en.wikipedia.org/wiki/Forced_convection			2026-04-04
two-phase-flow	https://en.wikipedia.org/wiki/Two-phase_flow			2026-04-04
single-phase-flow	internal:fusion-terms:domain-expansion	TH flow concept		2026-04-04
turbulent-flow	https://en.wikipedia.org/wiki/Turbulence			2026-04-04
laminar-flow	https://en.wikipedia.org/wiki/Laminar_flow			2026-04-04
mass-flow-rate	internal:fusion-terms:domain-expansion	TH metric		2026-04-04
volumetric-flow-rate	internal:fusion-terms:domain-expansion	TH metric		2026-04-04
working-fluid	internal:fusion-terms:domain-expansion	Thermodynamic concept		2026-04-04
thermal-hydraulic-analysis	internal:fusion-terms:domain-expansion	TH analysis methodology		2026-04-04
thermal-stress	internal:fusion-terms:domain-expansion	Thermomechanical stress		2026-04-04
grashof-number	https://en.wikipedia.org/wiki/Grashof_number			2026-04-04
rayleigh-number	https://en.wikipedia.org/wiki/Rayleigh_number			2026-04-04
friction-factor	internal:fusion-terms:domain-expansion	Pipe flow parameter		2026-04-04
flow-distribution	internal:fusion-terms:domain-expansion	Coolant allocation concept		2026-04-04
pressure-vessel	https://en.wikipedia.org/wiki/Pressure_vessel			2026-04-04

# ==== Batch 63: Software Engineering ====
api	https://en.wikipedia.org/wiki/API			2026-04-04
sdk	https://en.wikipedia.org/wiki/Software_development_kit			2026-04-04
refactoring	https://en.wikipedia.org/wiki/Code_refactoring			2026-04-04
software-dependency	internal:fusion-terms:domain-expansion	Software engineering concept		2026-04-04
unit-test	https://en.wikipedia.org/wiki/Unit_testing			2026-04-04
integration-test	internal:fusion-terms:domain-expansion	Testing methodology		2026-04-04
parser	internal:fusion-terms:domain-expansion	Software component type		2026-04-04
serialization	https://en.wikipedia.org/wiki/Serialization			2026-04-04
wrapper	internal:fusion-terms:domain-expansion	Software pattern		2026-04-04
binding	internal:fusion-terms:domain-expansion	Language interop concept		2026-04-04
callback	internal:fusion-terms:domain-expansion	Programming concept		2026-04-04
asynchronous	internal:fusion-terms:domain-expansion	Concurrency concept		2026-04-04
version-control	https://en.wikipedia.org/wiki/Version_control			2026-04-04
git	https://en.wikipedia.org/wiki/Git			2026-04-04
code-review	internal:fusion-terms:domain-expansion	Dev workflow practice		2026-04-04
debugging	internal:fusion-terms:domain-expansion	Software development activity		2026-04-04
logging	internal:fusion-terms:domain-expansion	Software observability		2026-04-04
exception-handling	internal:fusion-terms:domain-expansion	Error management pattern		2026-04-04
design-pattern	https://en.wikipedia.org/wiki/Software_design_pattern			2026-04-04
object-oriented-programming	https://en.wikipedia.org/wiki/Object-oriented_programming			2026-04-04
scripting	internal:fusion-terms:domain-expansion	Programming method		2026-04-04
build-system	internal:fusion-terms:domain-expansion	Build automation		2026-04-04
cmake	https://cmake.org/			2026-04-04
makefile	internal:fusion-terms:domain-expansion	Make build file		2026-04-04
linker	internal:fusion-terms:domain-expansion	Compilation toolchain		2026-04-04
compiler	https://en.wikipedia.org/wiki/Compiler			2026-04-04
interpreter	https://en.wikipedia.org/wiki/Interpreter_(computing)			2026-04-04
shared-library	internal:fusion-terms:domain-expansion	Dynamic linking concept		2026-04-04
package-manager	internal:fusion-terms:domain-expansion	Software distribution tool		2026-04-04
documentation	internal:fusion-terms:domain-expansion	Software documentation		2026-04-04

# ==== Batch 64: Data Formats & Visualization ====
hdf5	https://www.hdfgroup.org/solutions/hdf5/			2026-04-04
vtk	https://vtk.org/			2026-04-04
paraview	https://www.paraview.org/			2026-04-04
computational-mesh	internal:fusion-terms:domain-expansion	General mesh concept		2026-04-04
structured-mesh	internal:fusion-terms:domain-expansion	Mesh topology type		2026-04-04
unstructured-mesh	internal:fusion-terms:domain-expansion	Mesh topology type		2026-04-04
contour-plot	internal:fusion-terms:domain-expansion	Visualization type		2026-04-04
colormap	internal:fusion-terms:domain-expansion	Visualization concept		2026-04-04
interpolation	https://en.wikipedia.org/wiki/Interpolation			2026-04-04
post-processing	internal:fusion-terms:domain-expansion	Simulation workflow step		2026-04-04
rendering	internal:fusion-terms:domain-expansion	Visualization method		2026-04-04
csv-format	https://en.wikipedia.org/wiki/Comma-separated_values			2026-04-04
json-format	https://en.wikipedia.org/wiki/JSON			2026-04-04
xml-format	https://en.wikipedia.org/wiki/XML			2026-04-04
yaml-format	https://en.wikipedia.org/wiki/YAML			2026-04-04
netcdf	https://www.unidata.ucar.edu/software/netcdf/			2026-04-04
numpy	https://numpy.org/			2026-04-04
scipy	https://scipy.org/			2026-04-04
matplotlib	https://matplotlib.org/			2026-04-04
pandas	https://pandas.pydata.org/			2026-04-04
gnuplot	http://www.gnuplot.info/			2026-04-04
visit	https://visit-dav.github.io/visit-website/			2026-04-04
data-pipeline	internal:fusion-terms:domain-expansion	Data engineering concept		2026-04-04
scatter-plot	internal:fusion-terms:domain-expansion	Visualization type		2026-04-04
histogram	https://en.wikipedia.org/wiki/Histogram			2026-04-04
lithium-ceramic	internal:translation-dict-gap:phase1	P0 gap fix for lithium ceramic phrase matching	copilot	2026-04-04
ceramic-pebble-bed	internal:translation-dict-gap:phase1	P0 gap fix for ceramic pebble bed concept	copilot	2026-04-04
lithium-ceramic-pebble-bed	internal:translation-dict-gap:phase1	P0 root-cause fix for longest-match translation failure	copilot	2026-04-04
in-vessel	internal:translation-dict-gap:phase1	P0 coverage for generalized in-vessel term	copilot	2026-04-04
ex-vessel	internal:translation-dict-gap:phase1	P0 coverage for generalized ex-vessel term	copilot	2026-04-04
reduced-activation	internal:translation-dict-gap:phase1	P0 coverage for reduced activation generic concept	copilot	2026-04-04
beryllium-pebble-bed	internal:translation-dict-gap:phase1	P0 coverage for beryllium pebble bed term	copilot	2026-04-04
beryllium-neutron-multiplier	internal:translation-dict-gap:phase1	P0 coverage for beryllium neutron multiplier term	copilot	2026-04-04
tungsten-armor	internal:translation-dict-gap:phase1	P0 coverage for tungsten armor term	copilot	2026-04-04
helium-coolant	internal:translation-dict-gap:phase1	P0 coverage for helium coolant term	copilot	2026-04-04
pressurized-water	internal:translation-dict-gap:phase1	P0 coverage for pressurized water term	copilot	2026-04-04
safety-analysis-report	internal:translation-dict-gap:phase1	P0 coverage for general safety analysis report concept	copilot	2026-04-04
wcpb	internal:translation-dict-gap:phase3	P1 coverage term for water-cooled pebble-bed blanket	copilot	2026-04-04
beryllium-pebble	internal:translation-dict-gap:phase3	P1 coverage term for beryllium pebble material	copilot	2026-04-04
lithium-metatitanate	internal:translation-dict-gap:phase3	P1 coverage term for lithium metatitanate	copilot	2026-04-04
lithium-metazirconate	internal:translation-dict-gap:phase3	P1 coverage term for lithium metazirconate	copilot	2026-04-04
primary-heat-transfer	internal:translation-dict-gap:phase3	P1 coverage term for primary-loop heat transfer	copilot	2026-04-04
flibe	internal:registry-gap-review:batch3	Breeder/coolant molten-salt material Li₂BeF₄	copilot	2026-04-04
lithium-aluminate	internal:registry-gap-review:batch3	Breeder ceramic sibling LiAlO₂	copilot	2026-04-04
lithium-metasilicate	internal:registry-gap-review:batch3	Breeder ceramic sibling Li₂SiO₃	copilot	2026-04-04
lithium-oxide	internal:registry-gap-review:batch3	Classic breeder material Li₂O	copilot	2026-04-04
lithium-rich-zirconate	internal:registry-gap-review:batch3	Breeder material Li₈ZrO₆	copilot	2026-04-04
breeder-material	internal:registry-gap-review:batch3	Superordinate concept for breeding materials	copilot	2026-04-04
multi-module-segment	internal:registry-gap-review:batch3	DCLL/HCPB blanket module architecture term	copilot	2026-04-04
single-module-segment	internal:registry-gap-review:batch3	Blanket module architecture term (paired with MMS)	copilot	2026-04-04
lithium-target	internal:registry-gap-review:batch3	IFMIF core component	copilot	2026-04-04
free-surface-lithium-target	internal:registry-gap-review:batch3	IFMIF/ELTL target design	copilot	2026-04-04
eltl	internal:registry-gap-review:batch3	IFMIF liquid lithium loop validation facility	copilot	2026-04-04
lipac	internal:registry-gap-review:batch3	IFMIF prototype accelerator	copilot	2026-04-04
eveda	internal:registry-gap-review:batch3	IFMIF project phase	copilot	2026-04-04
lithium-loop	internal:registry-gap-review:batch3	Liquid lithium transport/purification system	copilot	2026-04-04
liquid-lithium-purification	internal:registry-gap-review:batch3	ELTL/IFMIF key process	copilot	2026-04-04
water-coolant	internal:registry-gap-review:batch3	Blanket/divertor coolant (counterpart to helium-coolant)	copilot	2026-04-04
coolant-purification	internal:registry-gap-review:batch3	Cooling system auxiliary process	copilot	2026-04-04
tritium-carrier	internal:registry-gap-review:batch3	PbLi tritium transport role in blanket	copilot	2026-04-04
probabilistic-safety-assessment	internal:registry-gap-review:batch4	Core licensing/safety methodology (PSA/DSA)	copilot	2026-04-04
hazard-and-operability-study	internal:registry-gap-review:batch4	Standard process hazard analysis framework	copilot	2026-04-04
failure-mode-and-effects-analysis	internal:registry-gap-review:batch4	RAMI/reliability engineering method	copilot	2026-04-04
station-blackout	internal:registry-gap-review:batch4	Accident family sibling to LOCA/LOFA/LOVA	copilot	2026-04-04
tritium-breeding-margin	internal:registry-gap-review:batch4	TBR design margin metric	copilot	2026-04-04
helium-ash-removal	internal:registry-gap-review:batch4	Plasma ops / fuel cycle link process	copilot	2026-04-04
pellet-injector	internal:registry-gap-review:batch4	Device counterpart to pellet-injection method	copilot	2026-04-04
leak-before-break	internal:registry-gap-review:batch4	Structural safety doctrine LBB	copilot	2026-04-04

safety-integrity-level	internal:registry-gap-review:batch4	IEC 61508 safety classification metric	copilot	2026-04-04
deuterium-processing	internal:registry-gap-review:batch4	Fuel cycle deuterium-side processing	copilot	2026-04-04
tritium-accounting-area	internal:registry-gap-review:batch4	Facility-level tritium accountancy noun	copilot	2026-04-04
detritiation-factor	internal:registry-gap-review:batch4	Quantitative detritiation process metric	copilot	2026-04-04
vacuum-leak-rate	internal:registry-gap-review:batch4	Core vacuum acceptance/operation metric	copilot	2026-04-04
turbomolecular-pump	internal:registry-gap-review:batch4	Vacuum hardware sibling to cryopump	copilot	2026-04-04
residual-gas-analyzer	internal:registry-gap-review:batch4	Standard vacuum/plasma impurity diagnostic	copilot	2026-04-04
leak-detection	internal:registry-gap-review:batch4	Vacuum system engineering method	copilot	2026-04-04

factory-acceptance-test	internal:registry-gap-review:batch4	QA/commissioning standard term	copilot	2026-04-04
site-acceptance-test	internal:registry-gap-review:batch4	Deployment lifecycle FAT counterpart	copilot	2026-04-04
weldability	internal:registry-gap-review:batch4	Material/mechanical engineering attribute	copilot	2026-04-04

thermal-quench	internal:registry-gap-review:batch5	Disruption phase: rapid thermal energy loss	copilot	2026-04-04
current-quench	internal:registry-gap-review:batch5	Disruption phase: plasma current decay	copilot	2026-04-04
inner-fuel-cycle	internal:registry-gap-review:batch5	Plasma exhaust to direct internal recycle loop	copilot	2026-04-04
outer-fuel-cycle	internal:registry-gap-review:batch5	Blanket tritium extraction to storage and injection	copilot	2026-04-04
burnup-fraction	internal:registry-gap-review:batch5	Core plasma burn efficiency metric	copilot	2026-04-04
central-interlock-system	internal:registry-gap-review:batch5	ITER safety-related central interlock system	copilot	2026-04-04
machine-protection-system	internal:registry-gap-review:batch5	Fast response machine protection for fusion devices	copilot	2026-04-04
distributed-control-system	internal:registry-gap-review:batch5	Standard control architecture for fusion devices	copilot	2026-04-04
codac	internal:registry-gap-review:batch5	ITER Control, Data Access and Communication framework	copilot	2026-04-04
hot-isostatic-pressing	internal:registry-gap-review:batch5	Key manufacturing process for W and RAFM steel components	copilot	2026-04-04
electron-beam-welding	internal:registry-gap-review:batch5	Primary welding method for vacuum vessel thick-wall sections	copilot	2026-04-04
diffusion-bonding	internal:registry-gap-review:batch5	Dissimilar material joining for blanket/first wall	copilot	2026-04-04
in-service-inspection	internal:registry-gap-review:batch5	Nuclear facility regulatory-required operational inspection	copilot	2026-04-04
additive-manufacturing	internal:registry-gap-review:batch5	Emerging manufacturing route for fusion components	copilot	2026-04-04
tokamak-cooling-water-system	internal:registry-gap-review:batch5	ITER PBS 26 system-level designation	copilot	2026-04-04
atmosphere-detritiation-system	internal:registry-gap-review:batch5	Triple tritium confinement safety system	copilot	2026-04-04
water-radiolysis	internal:registry-gap-review:batch5	Coolant hydrogen concentration and safety analysis	copilot	2026-04-04
radiation-zoning	internal:registry-gap-review:batch5	Facility shielding design and access layout basis	copilot	2026-04-04
controlled-area	internal:registry-gap-review:batch5	Radiation protection spatial zoning concept	copilot	2026-04-04
decontamination	internal:registry-gap-review:batch5	Decommissioning and maintenance core operation	copilot	2026-04-04
clearance-level	internal:registry-gap-review:batch5	Waste classification and material recycling criterion	copilot	2026-04-04
tokamak-building	internal:registry-gap-review:batch5	Main building of a fusion facility	copilot	2026-04-04
seismic-isolation	internal:registry-gap-review:batch5	Landmark engineering feature of ITER and CFETR	copilot	2026-04-04
basemat	internal:registry-gap-review:batch5	Foundation structure of fusion facility	copilot	2026-04-04
drain-tank	internal:registry-gap-review:batch5	LOCA coolant collection safety equipment	copilot	2026-04-04

pulsed-power-supply	internal:registry-gap-review:batch6	ITER PBS 41 pulsed power subsystem	copilot	2026-04-04
reactive-power-compensation	internal:registry-gap-review:batch6	Grid impact management for pulsed tokamak facilities	copilot	2026-04-04
motor-generator	internal:registry-gap-review:batch6	Pulsed power energy storage and transfer device	copilot	2026-04-04
flywheel-energy-storage	internal:registry-gap-review:batch6	Pulsed power energy storage solution	copilot	2026-04-04
ac-dc-converter	internal:registry-gap-review:batch6	Base power stage in magnet and heating power chains	copilot	2026-04-04
beyond-design-basis-event	internal:registry-gap-review:batch6	ITER RPrS/SDR fundamental terminology framework	copilot	2026-04-04
safety-function	internal:registry-gap-review:batch6	IAEA nuclear safety classification foundation	copilot	2026-04-04
safety-important-component	internal:registry-gap-review:batch6	Nuclear safety grading determines QA level and inspection requirements	copilot	2026-04-04
postulated-initiating-event	internal:registry-gap-review:batch6	Starting point of deterministic safety analysis (IAEA)	copilot	2026-04-04
confinement-system	internal:registry-gap-review:batch6	System-level designation for tritium confinement barriers	copilot	2026-04-04
plasma-breakdown	internal:registry-gap-review:batch6	Plasma discharge initiation phase	copilot	2026-04-04
loop-voltage	internal:registry-gap-review:batch6	Key parameter for plasma breakdown and current drive	copilot	2026-04-04
flat-top	internal:registry-gap-review:batch6	Steady-state phase of plasma current waveform	copilot	2026-04-04
burn-phase	internal:registry-gap-review:batch6	D-T burning operation phase	copilot	2026-04-04
plasma-termination	internal:registry-gap-review:batch6	Discharge termination phase	copilot	2026-04-04
component-cooling-water-system	internal:registry-gap-review:batch6	ITER PBS 27 heat rejection system	copilot	2026-04-04
chilled-water-system	internal:registry-gap-review:batch6	ITER PBS 28 chilled water system	copilot	2026-04-04
port-cell	internal:registry-gap-review:batch6	Equipment layout space at tokamak ports	copilot	2026-04-04
upper-port	internal:registry-gap-review:batch6	Tokamak port classification	copilot	2026-04-04
diagnostic-port	internal:registry-gap-review:batch6	Port for diagnostic system integration	copilot	2026-04-04
hydrogen-water-chemistry	internal:registry-gap-review:batch6	ITER TCWS baseline water chemistry control scheme	copilot	2026-04-04
corrosion-product	internal:registry-gap-review:batch6	Primary driver of coolant loop radiation dose and maintenance strategy	copilot	2026-04-04
activated-corrosion-product	internal:registry-gap-review:batch6	Key factor in occupational exposure control and decontamination	copilot	2026-04-04
cryoline	internal:registry-gap-review:batch6	Cryogenic fluid transfer system from cold source to magnet feeders	copilot	2026-04-04
cold-box	internal:registry-gap-review:batch6	Core unit of cryogenic refrigeration system	copilot	2026-04-04
dump-resistor	internal:registry-gap-review:batch6	Rapid energy discharge after magnet quench (ITER TF ~41 GJ)	copilot	2026-04-04
bypass-diode	internal:registry-gap-review:batch6	Overvoltage protection for superconducting magnet segments	copilot	2026-04-04
rcc-mr	internal:registry-gap-review:batch6	ITER/DEMO baseline structural design code (AFCEN)	copilot	2026-04-04
nuclear-quality-assurance	internal:registry-gap-review:batch6	Institutional foundation for nuclear facility construction/operation licensing	copilot	2026-04-04
irradiation-test	internal:registry-gap-review:batch6	Core means of fusion material qualification (IFMIF/DONES)	copilot	2026-04-04
event-tree	internal:registry-gap-review:batch7	Core tool of probabilistic safety assessment (IAEA SSG-3)	copilot	2026-04-04
fault-tree	internal:registry-gap-review:batch7	System reliability analysis tool for PSA (IAEA SSG-3)	copilot	2026-04-04
severe-accident	internal:registry-gap-review:batch7	Beyond-design-basis low-probability high-consequence accident	copilot	2026-04-04
common-cause-failure	internal:registry-gap-review:batch7	Multiple redundant system failures from single root cause	copilot	2026-04-04
cliff-edge-effect	internal:registry-gap-review:batch7	Post-Fukushima safety assessment term for abrupt consequence escalation	copilot	2026-04-04
off-normal-event	internal:registry-gap-review:batch7	ITER event classification for deviations from normal operation	copilot	2026-04-04
safety-margin	internal:registry-gap-review:batch7	Margin between design value and safety limit	copilot	2026-04-04
committed-dose	internal:registry-gap-review:batch7	Time-integrated dose from intake of radioactive material (ICRP)	copilot	2026-04-04
personal-dosimeter	internal:registry-gap-review:batch7	Wearable radiation dose monitoring device for workers	copilot	2026-04-04
occupational-radiation-exposure	internal:registry-gap-review:batch7	Radiation exposure received during work activities (ICRP/IAEA)	copilot	2026-04-04
tokamak-assembly	internal:registry-gap-review:batch7	ITER tokamak machine assembly engineering	copilot	2026-04-04
sector-sub-assembly	internal:registry-gap-review:batch7	Pre-assembly of VV sector with thermal shield and PFCs	copilot	2026-04-04
in-vessel-component	internal:registry-gap-review:batch7	Collective term for all components inside the vacuum vessel	copilot	2026-04-04
ex-vessel-component	internal:registry-gap-review:batch7	Components outside VV but inside bioshield	copilot	2026-04-04
master-slave-manipulator	internal:registry-gap-review:batch7	Force-feedback manipulator for hot cell and remote maintenance	copilot	2026-04-04
transfer-cask	internal:registry-gap-review:batch7	Shielded container for inter-building transfer of activated components	copilot	2026-04-04
interlock-system	internal:registry-gap-review:batch7	Hardware/software protection logic preventing operator error	copilot	2026-04-04
programmable-logic-controller	internal:registry-gap-review:batch7	Basic industrial control hardware unit	copilot	2026-04-04
human-machine-interface	internal:registry-gap-review:batch7	Operator interaction terminal for control systems	copilot	2026-04-04
plant-control-system	internal:registry-gap-review:batch7	Plant-wide control system under ITER CODAC architecture	copilot	2026-04-04
fatigue-analysis	internal:registry-gap-review:batch7	Fatigue life assessment of structural components (RCC-MR/SDC-IC)	copilot	2026-04-04
fracture-mechanics	internal:registry-gap-review:batch7	Safety analysis of cracked structures under nuclear loading	copilot	2026-04-04
aging-management	internal:registry-gap-review:batch7	Long-life nuclear facility structural/equipment aging strategy (IAEA NS-G-2.12)	copilot	2026-04-04
seismic-qualification	internal:registry-gap-review:batch7	Equipment/structure functional integrity verification under seismic loads	copilot	2026-04-04
pre-service-inspection	internal:registry-gap-review:batch7	Baseline NDE before operation per ASME Section XI	copilot	2026-04-04
structural-integrity	internal:registry-gap-review:batch7	Ability of structures to maintain safety function under all conditions	copilot	2026-04-04
power-exhaust	internal:registry-gap-review:batch7	Safe removal of plasma thermal power to divertor/wall	copilot	2026-04-04
peak-heat-flux	internal:registry-gap-review:batch7	Maximum heat flux on plasma-facing component surfaces	copilot	2026-04-04
radiative-divertor	internal:registry-gap-review:batch7	Operating regime using impurity radiation to reduce target plate heat load	copilot	2026-04-04
plasma-material-interaction	internal:registry-gap-review:batch7	Physical/chemical interaction between plasma and plasma-facing material surfaces	copilot	2026-04-04
vitrification	internal:registry-gap-review:batch8	High-level waste immobilization in borosilicate glass matrix	copilot	2026-04-04
cementation	internal:registry-gap-review:batch8	Low/intermediate-level waste immobilization in cement matrix	copilot	2026-04-04
interim-storage	internal:registry-gap-review:batch8	Controlled temporary storage of radioactive waste before final disposal	copilot	2026-04-04
waste-minimization	internal:registry-gap-review:batch8	Strategy to reduce radioactive waste volume at source and during processing	copilot	2026-04-04
secondary-waste	internal:registry-gap-review:batch8	New waste generated during waste treatment or decontamination processes	copilot	2026-04-04
decontamination-factor	internal:registry-gap-review:batch8	Ratio of contamination level before and after decontamination (IAEA)	copilot	2026-04-04
environmental-monitoring	internal:registry-gap-review:batch8	Systematic monitoring of radioactivity levels around nuclear facilities	copilot	2026-04-04
effluent-monitoring	internal:registry-gap-review:batch8	Monitoring of gaseous/liquid radioactive discharges to environment	copilot	2026-04-04
atmospheric-dispersion	internal:registry-gap-review:batch8	Transport and diffusion of radioactive material in atmosphere	copilot	2026-04-04
environmental-qualification	internal:registry-gap-review:batch8	Qualification of equipment to function under accident environmental conditions (IEEE 323)	copilot	2026-04-04
bus-bar	internal:registry-gap-review:batch8	Electrical conductor for current collection and distribution in power systems	copilot	2026-04-04
switchgear	internal:registry-gap-review:batch8	Combined switching apparatus for control, protection and isolation of electrical equipment	copilot	2026-04-04
transformer	internal:registry-gap-review:batch8	Power transformer for voltage conversion in electrical distribution (not CS transformer action)	copilot	2026-04-04
emergency-diesel-generator	internal:registry-gap-review:batch8	Safety-class emergency AC power source for nuclear facilities	copilot	2026-04-04
uninterruptible-power-supply	internal:registry-gap-review:batch8	Power supply system ensuring uninterrupted power to critical loads	copilot	2026-04-04
modularization	internal:registry-gap-review:batch8	Construction method of pre-fabricating modules for large facility assembly (ITER/DEMO strategy)	copilot	2026-04-04
